id,rep_id,office_type,line1,line2,line3,line4,line5,latitude,longitude,lonlat,created_at,updated_at,phone
639,496,capitol,407 Cannon House Office Bldg,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-25 15:50:52.892376,2016-12-25 15:50:52.892376,(202) 225-6356
640,497,capitol,2207 Rayburn HOB,,"Washington, DC 20515",,,38.886748,-77.011349,,2016-12-25 15:53:57.995452,2016-12-25 15:53:57.995452,(202) 225-5435
641,498,district,P.O. Box 12428,,"Austin, TX 78711",,,30.2781094,-97.738445,,2016-12-25 18:42:04.60795,2016-12-25 18:42:04.60795,(512) 463-2000
642,499,district,P.O. Box 12068,,"Austin, TX 78711",,,30.2781094,-97.738445,,2016-12-25 18:42:05.55494,2016-12-25 18:42:05.55494,(512) 463-0001
643,500,capitol,2430 Rayburn House Office Building,,"Washington, DC 20515",,,38.8871071,-77.0104749,,2016-12-25 18:42:42.288555,2016-12-25 18:42:42.288555,(202) 225-3605
644,501,district,1211 Longworth Building,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-25 18:42:49.03459,2016-12-25 18:42:49.03459,(202) 225-4201
645,502,capitol,1122 Longworth House Office Building,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-25 18:43:01.694822,2016-12-25 18:43:01.694822,(202) 225-9896
646,503,capitol,2243 Rayburn HOB,,"Washington, DC 20515",,,,,,2016-12-25 18:43:08.587777,2016-12-25 18:43:08.587777,(202) 225-3035
647,504,capitol,2233 Rayburn House Office Building,,"Washington, DC 20515",,,38.8867048,-77.0100962,,2016-12-25 18:43:20.738273,2016-12-25 18:43:20.738273,(202) 225-2231
648,505,district,1714 SW Military Drive,,"San antonio, TX 78221",,,29.3562066,-98.5205035,,2016-12-25 18:54:32.13191,2016-12-25 18:54:32.13191,(202) 225-4511
649,505,capitol,United States House of Representatives,,"Washington, DC 20515",,,,,,2016-12-25 18:54:32.313988,2016-12-25 18:54:32.313988,(210) 921-3130
650,506,district,1110 Longworth HOB,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-25 18:56:38.264597,2016-12-25 18:56:38.264597,(202) 225-6605
651,507,district,301 Cannon Bldg,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-25 18:58:37.946119,2016-12-25 18:58:37.946119,(202) 225-4901
652,508,capitol,437 Cannon House Office Building,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-25 18:59:17.413469,2016-12-25 18:59:17.413469,(202) 225-9901
653,509,capitol,131 Cannon House Office Building,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-25 19:00:44.740023,2016-12-25 19:00:44.740023,(202) 225-2401
654,510,capitol,2262 Rayburn HOB,,"Washington, DC 20515",,,38.8894,-77.0106,,2016-12-25 19:01:08.700089,2016-12-25 19:01:08.700089,(202) 225-2531
655,511,capitol,2329 Rayburn House Office Building,,"Washington, DC 20515",,,38.8871071,-77.0104749,,2016-12-25 19:02:30.335155,2016-12-25 19:02:30.335155,(202) 225-3706
656,512,district,1026 Longworth HOB,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-25 19:02:36.847565,2016-12-25 19:02:36.847565,(202) 225-5071
657,513,capitol,2201 Rayburn HOB,,"Washington, DC 20515",,,38.8867454,-77.010115,,2016-12-25 19:02:54.930263,2016-12-25 19:02:54.930263,(202) 225-7508
658,514,capitol,510 Cannon House Office Building,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-25 19:03:13.277688,2016-12-25 19:03:13.277688,(202) 225-2831
659,515,district,117 Cannon HOB,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-25 19:03:36.581968,2016-12-25 19:03:36.581968,(202) 225-7742
660,516,district,409 Cannon .H.O.B.,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-25 19:04:23.516602,2016-12-25 19:04:23.516602,(202) 225-3864
661,517,capitol,2107 Rayburn House Office Building,,"Washington, DC 20515",,,38.8871071,-77.0104749,,2016-12-25 19:04:58.553038,2016-12-25 19:04:58.553038,(202) 225-2002
662,518,district,1030 Longworth HOB,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-25 19:09:00.211368,2016-12-25 19:09:00.211368,(202) 225-6105
663,519,capitol,2431 Rayburn HOB,,"Washington, DC 20515",,,38.8867663,-77.0105591,,2016-12-25 19:10:43.903343,2016-12-25 19:10:43.903343,(202) 225-1640
664,520,capitol,2352 Rayburn House Office Building,,"Washington, DC 20515",,,38.8871071,-77.0104749,,2016-12-25 19:12:38.151223,2016-12-25 19:12:38.151223,(202) 225-2571
665,521,district,1424 Longworth HOB,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-25 19:13:43.165452,2016-12-25 19:13:43.165452,(202) 225-4005
666,522,capitol,2468 Rayburn Office Building,,"Washington, DC 20515",,,38.8867982,-77.0105231,,2016-12-25 19:14:48.508269,2016-12-25 19:14:48.508269,(202) 225-8885
667,523,capitol,2336 Rayburn House Office Building,,"Washington, DC 20515",,,38.8871071,-77.0104749,,2016-12-25 19:14:55.566174,2016-12-25 19:14:55.566174,(202) 225-7772
668,524,capitol,2409 Rayburn House Office Building,,"Washington, DC 20515",,,38.8871071,-77.0104749,,2016-12-25 19:15:48.714352,2016-12-25 19:15:48.714352,(202) 225-4236
669,525,capitol,2160 Rayburn HOB,,"Washington, DC 20515",,,,,,2016-12-25 19:16:27.972348,2016-12-25 19:16:27.972348,(202) 225-3816
670,526,capitol,2470 Rayburn HOB,,"Washington, DC 20515",,,,,,2016-12-25 19:17:10.158884,2016-12-25 19:17:10.158884,(202) 225-1688
671,527,district,203 Ivy Lane,,"Deer park, TX 77536",,,29.7089323,-95.1212624,,2016-12-25 19:17:46.34322,2016-12-25 19:17:46.34322,(202) 225-1555
672,527,capitol,United States House of Representatives,,"Washington, DC 20515",,,,,,2016-12-25 19:17:46.439387,2016-12-25 19:17:46.439387,(832) 780-0966
673,528,capitol,201 Cannon House Office Bldg,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-25 19:18:46.309768,2016-12-25 19:18:46.309768,(202) 225-4865
674,529,capitol,212 Cannon House Office Building,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-25 19:19:05.674476,2016-12-25 19:19:05.674476,(202) 225-3236
675,530,district,6531 Horizon Road,,"Rockwall, TX 75032",,,32.8672397,-96.4424884,,2016-12-25 19:19:50.064815,2016-12-25 19:19:50.064815,(202) 225-6673
676,530,capitol,United States House of Representatives,,"Washington, DC 20515",,,,,,2016-12-25 19:19:50.176461,2016-12-25 19:19:50.176461,(972) 771-0100
677,531,capitol,1721 Longworth House Office Building,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-25 21:36:29.466937,2016-12-25 21:36:29.466937,(202) 225-4831
678,532,district,PO Box 142220,,"Salt lake city, UT 84114",,,40.75959,-111.88815,,2016-12-25 21:45:51.029003,2016-12-25 21:45:51.029003,(801) 538-1000
679,533,district,P.O. Box 142325,,"Salt lake city, UT 84114",,,40.75959,-111.88815,,2016-12-25 21:45:52.013109,2016-12-25 21:45:52.013109,(800) 995-8683
680,534,district,9067 South 1300 West,,"West jordan, UT 84088",,,40.5865883,-111.9269136,,2016-12-25 21:46:57.606188,2016-12-25 21:46:57.606188,(202) 225-3011
681,534,capitol,United States House of Representatives,,"Washington, DC 20515",,,,,,2016-12-25 21:46:57.839878,2016-12-25 21:46:57.839878,(801) 996-8729
682,535,capitol,323 Cannon House Office Building,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-25 21:48:38.629571,2016-12-25 21:48:38.629571,(202) 225-9730
683,536,district,1111 East Broad Street,,"Richmond, VA 23219",,,37.5392134,-77.4319614,,2016-12-25 21:59:39.318144,2016-12-25 21:59:39.318144,(804) 786-2211
684,537,capitol,2454 Rayburn House Office Building,,"Washington, DC 20515",,,38.8871071,-77.0104749,,2016-12-25 21:59:46.27758,2016-12-25 21:59:46.27758,(202) 225-4261
685,538,capitol,1201 Longworth House Office Building,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-25 22:00:28.549342,2016-12-25 22:00:28.549342,(202) 225-8351
686,539,capitol,2135 Rayburn House Office Building,,"Washington, DC 20515",,,38.8871071,-77.0104749,,2016-12-25 22:01:43.524684,2016-12-25 22:01:43.524684,(202) 225-6365
687,541,capitol,125 Cannon House Office Building,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-25 22:02:29.86218,2016-12-25 22:02:29.86218,(202) 225-4711
688,542,capitol,424 Cannon House Office Building,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-25 22:04:09.412826,2016-12-25 22:04:09.412826,(202) 225-1492
689,543,capitol,418 Cannon House Office Building,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-25 22:04:35.331444,2016-12-25 22:04:35.331444,(202) 225-4215
690,544,capitol,1108 Longworth House Office Building,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-25 22:05:38.746813,2016-12-25 22:05:38.746813,(202) 225-3861
691,545,capitol,2309 Rayburn House Office Building,,"Washington, DC 20515",,,38.8871071,-77.0104749,,2016-12-25 23:18:05.236414,2016-12-25 23:18:05.236414,(202) 225-5431
172,86,capitol,311 Hart Senate Office Building,,"Washington, DC 20510",,,38.892932,-77.004448,,2016-12-22 18:55:10.59752,2016-12-25 23:30:05.137197,(202) 224-3441
692,547,district,PO Box 40002,,"Olympia, WA 98504",,,47.04,-122.89,,2016-12-25 23:30:10.588492,2016-12-25 23:30:10.588492,(360) 902-4111
693,548,district,PO Box 40400,,"Olympia, WA 98504",,,47.04,-122.89,,2016-12-25 23:30:11.457979,2016-12-25 23:30:11.457979,(360) 786-7700
694,549,capitol,2264 Rayburn House Office Bldg.,,"Washington, DC 20515",,,38.8868575,-77.0085014,,2016-12-25 23:31:41.324976,2016-12-25 23:31:41.324976,(202) 225-8901
695,550,district,1127 Longworth HOB,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-25 23:32:14.944249,2016-12-25 23:32:14.944249,(202) 225-7761
696,551,district,1035 Longworth HOB,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-25 23:32:23.394666,2016-12-25 23:32:23.394666,(202) 225-3106
697,552,capitol,425 Cannon House Office Building,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-25 23:32:49.706874,2016-12-25 23:32:49.706874,(202) 225-9740
698,553,capitol,203 Cannon House Office Bldg.,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-25 23:34:29.528388,2016-12-25 23:34:29.528388,(202) 225-2006
699,554,district,1130 Longworth HOB,,"Washington, DC 20515",,,38.8871049,-77.0085221,,2016-12-25 23:36:37.602427,2016-12-25 23:36:37.602427,(202) 225-3536
700,555,capitol,2113 Rayburn House Office Building,,"Washington, DC 20515",,,38.8871071,-77.0104749,,2016-12-25 23:36:49.843693,2016-12-25 23:36:49.843693,(202) 225-2605
701,556,capitol,1429 Longworth House Office Building,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-25 23:51:04.282824,2016-12-25 23:51:04.282824,(202) 225-5916
702,557,district,402 East Yakima Avenue,,"Yakima, WA 98901",,,46.6030785,-120.5008956,,2016-12-25 23:51:28.790366,2016-12-25 23:51:28.790366,(202) 225-5816
703,557,capitol,United States House of Representatives,,"Washington, DC 20515",,,,,,2016-12-25 23:51:28.832072,2016-12-25 23:51:28.832072,(509) 452-3243
704,558,capitol,318 Cannon House Office Building,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-25 23:54:17.013418,2016-12-25 23:54:17.013418,(202) 225-6311
705,560,capitol,306 Hart Senate Office Building,,"Washington, DC 20510",,,38.8928388,-77.0043561,,2016-12-26 01:36:18.428437,2016-12-26 01:36:18.428437,(202) 224-3954
706,561,district,"1900 Kanawha Boulevard, East",,"Charleston, WV 25305",,,38.3358593,-81.6124529,,2016-12-26 01:36:19.425928,2016-12-26 01:36:19.425928,(304) 558-2000
707,562,district,845 Fifth Ave.,,"Huntington, WV 25701",,,38.4189915,-82.4441521,,2016-12-26 01:36:27.001357,2016-12-26 01:36:27.001357,(202) 225-3452
708,562,capitol,United States House of Representatives,,"Washington, DC 20515",,,,,,2016-12-26 01:36:27.083182,2016-12-26 01:36:27.083182,(304) 522-2201
709,563,district,412 Cannon HOB,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-26 01:37:19.632206,2016-12-26 01:37:19.632206,(202) 225-4172
710,564,capitol,Office of Governor Scott Walker 115 East Capitol,,"Madison, WI 53702",,,43.0985,-89.317,,2016-12-26 05:35:40.157162,2016-12-26 05:35:40.157162,(608) 266-1212
711,565,district,P.O. Box,,", WI 53702",,,,,,2016-12-26 05:35:40.738608,2016-12-26 05:35:40.738608,(608) 266-3516
712,566,district,1208 Longworth HOB,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-26 05:37:26.008678,2016-12-26 05:37:26.008678,(202) 225-3365
713,423,capitol,Office of Governor Scott Walker 115 East Capitol,,"Madison, WI 53702",,,43.0985,-89.317,,2016-12-26 05:38:56.821083,2016-12-26 05:38:56.821083,
714,567,capitol,313 Cannon House Office Building,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-26 05:38:57.655468,2016-12-26 05:38:57.655468,(202) 225-2906
715,568,capitol,2245 Rayburn HOB,,"Washington, DC 20515",,,38.8871071,-77.0104749,,2016-12-26 05:39:16.035913,2016-12-26 05:39:16.035913,(202) 225-4572
716,569,capitol,2449 Rayburn HOB,,"Washington, DC 20515",,,38.8894,-77.0106,,2016-12-26 05:41:40.319239,2016-12-26 05:41:40.319239,(202) 225-5101
717,570,capitol,1502 Longworth House Office Building,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-26 05:41:48.127216,2016-12-26 05:41:48.127216,(202) 225-5506
718,571,district,1020 South Main Street,,"Fond du lac, WI 54935",,,43.7502314,-88.4506453,,2016-12-26 05:45:03.077812,2016-12-26 05:45:03.077812,(202) 225-2476
719,571,capitol,United States House of Representatives,,"Washington, DC 20515",,,,,,2016-12-26 05:45:03.150104,2016-12-26 05:45:03.150104,(920) 907-0624
721,573,capitol,109 State Street,,"Montpelier, VT 05609",,,44.261321,-72.579589,,2016-12-26 06:06:31.786832,2016-12-26 06:06:31.786832,(802) 828-3333
722,574,capitol,115 State Street,,"Montpelier, VT 05633",,,44.2626193,-72.5805422,,2016-12-26 06:06:32.524025,2016-12-26 06:06:32.524025,(802) 828-2226
726,578,capitol,2303 Rayburn House Office Building,,"Washington, DC 20515",,,38.8871071,-77.0104749,0101000020E6100000723BEA9EAB4053C05346B7B98C714340,2016-12-26 06:47:42.197991,2016-12-26 06:47:42.197991,(202) 225-4115
