id,district_id,state_id,office,member_full,name,last_name,first_name,party,email,url,twitter,facebook,youtube,googleplus,committees,senate_class,bioguide_id,photo,created_at,updated_at
339,427,34,United States House of Representatives MI-09,,Sander M. Levin,Levin,Sander M.,Democratic,,http://levin.house.gov/,repsandylevin,RepSandyLevin,,,,,,,2016-12-23 07:30:01.93818,2016-12-23 07:30:01.93818
340,172,34,United States House of Representatives MI-04,,John R. Moolenaar,Moolenaar,John R.,Republican,,https://moolenaar.house.gov/,JohnMoolenaar,RepMoolenaar,UCnMvVN4a8roZu4crE0UW2DA,,,,,http://bioguide.congress.gov/bioguide/photo/M/M001194.jpg,2016-12-23 07:30:47.353079,2016-12-23 07:30:47.353079
342,101,34,United States House of Representatives MI-11,,David A. Trott,Trott,David A.,Republican,,https://trott.house.gov/,repdavetrott,TrottForCongress,UCkIE7mLSCRV6QidM2fuil4w,,,,,https://trott.house.gov/sites/trott.house.gov/files/styles/congress_image_medium/public/wysiwyg_uploaded/Trott-2014-11-18_knb_0124.jpg?itok=f4qRV01J,2016-12-23 07:34:20.011477,2016-12-23 07:34:20.011477
343,,43,Governor,,Mark Dayton,Dayton,Mark,Democratic,,http://mn.gov/governor/,GovMarkDayton,GovMarkDayton,GovMarkDayton,,,,,http://mn.gov/governor/images/press_dayton.jpg,2016-12-23 07:36:18.780929,2016-12-23 07:36:18.780929
344,,43,Lieutenant Governor,,Tina Smith,Smith,Tina,Democratic,,http://mn.gov/governor/dayton/smith-bio.jsp,tinaflintsmith,,,,,,,http://mn.gov/governor/assets/press_smith-2015_tcm1055-154819.jpg,2016-12-23 07:36:19.028095,2016-12-23 07:36:19.028095
345,147,43,United States House of Representatives MN-05,,Keith Ellison,Ellison,Keith,Democratic,,http://ellison.house.gov/,keithellison,Keith.Ellison,RepKeithEllison,,,,,http://bioguide.congress.gov/bioguide/photo/E/E000288.jpg,2016-12-23 07:36:25.125214,2016-12-23 07:36:25.125214
346,336,43,United States House of Representatives MN-08,,Richard M. Nolan,Nolan,Richard M.,Democratic,,http://nolan.house.gov/,usrepricknolan,UsRepRickNolan,USRepRickNolan,,,,,http://bioguide.congress.gov/bioguide/photo/N/N000127.jpg,2016-12-23 07:36:37.507313,2016-12-23 07:36:37.507313
347,233,43,United States House of Representatives MN-01,,Timothy J. Walz,Walz,Timothy J.,Democratic,,http://walz.house.gov/,RepTimWalz,TimWalz4Congress,1529tjw,,,,,http://walz.house.gov/sites/walz.house.gov/files/wysiwyg_uploaded/TJW%20Official%20Headshot%202013.jpg,2016-12-23 07:37:29.082531,2016-12-23 07:37:29.082531
348,275,43,United States House of Representatives MN-03,,Erik Paulsen,Paulsen,Erik,Republican,,http://paulsen.house.gov/,RepErikPaulsen,CongressmanErikPaulsen,reperikpaulsen,,,,,http://paulsen.house.gov/images/user_images/Erik_Paulsen.jpg,2016-12-23 07:38:19.462462,2016-12-23 07:38:19.462462
349,377,43,United States House of Representatives MN-07,,Collin C. Peterson,Peterson,Collin C.,Democratic,,http://collinpeterson.house.gov/,collinpeterson,6595227967,Petersonforcongress,,,,,http://collinpeterson.house.gov/sites/collinpeterson.house.gov/files/resize/images/Headshot_112th_0-230x300.jpg,2016-12-23 07:40:55.615134,2016-12-23 07:40:55.615134
350,14,43,United States House of Representatives MN-02,,John Kline,Kline,John,Republican,,http://kline.house.gov/,RepJohnKline,16149655054,repjohnkline,,,,,http://bioguide.congress.gov/bioguide/photo/K/K000363.jpg,2016-12-23 07:44:17.353115,2016-12-23 07:44:17.353115
351,,9,Governor,,Phil Bryant,Bryant,Phil,Republican,"---
- pbryant@philbryant.com
",http://www.governorbryant.com/,philbryantMS,im4phil,GovernorPhilBryant,,,,,,2016-12-23 12:23:49.860075,2016-12-23 12:23:49.860075
352,,9,Lieutenant Governor,,Tate Reeves,Reeves,Tate,Republican,"---
- ltgov@senate.ms.gov
",http://ltgovreeves.ms.gov/,tatereeves,tatereeves,,,,,,http://www.ltgovreeves.ms.gov/Style%20Library/assets/images/header.jpg,2016-12-23 12:23:50.781828,2016-12-23 12:23:50.781828
353,152,9,United States House of Representatives MS-01,,Trent Kelly,Kelly,Trent,Republican,,https://trentkelly.house.gov/,reptrentkelly,RepTrentKelly,,,,,,https://trentkelly.house.gov/UploadedPhotos/LowResolution/f762b882-1849-438c-8827-52f5f3ecb988.png,2016-12-23 12:24:44.747489,2016-12-23 12:24:44.747489
354,90,9,United States House of Representatives MS-02,,Bennie G. Thompson,Thompson,Bennie G.,Democratic,,http://benniethompson.house.gov/,BennieGThompson,7259193379,RepBennieThompson,,,,,http://benniethompson.house.gov/images/bennie_thompson_official_photo.jpg,2016-12-23 12:25:10.349997,2016-12-23 12:25:10.349997
76,,14,United States Senate,Alexander (R-TN),Lamar Alexander,Alexander,Lamar,Republican,"---
- http://www.alexander.senate.gov/public/index.cfm?p=Email
",http://www.alexander.senate.gov/,senalexander,senatorlamaralexander,lamaralexander,,,Class II,A000360,TN_Alexander.jpg (https://dl.airtable.com/rsUFthlQOW2X8FILh5pJ_TN_Alexander.jpg),2016-12-22 18:54:52.411101,2016-12-23 12:25:18.340328
355,,14,Governor,,Bill Haslam,Haslam,Bill,Republican,"---
- Bill.Haslam@tn.gov
",http://www.tn.gov/governor/,billhaslam,TeamHaslam,governorbillhaslam,,,,,http://www.tn.gov/assets/entities/governor/images/Gov-Haslam-headshot-medium.jpg,2016-12-23 12:25:19.915383,2016-12-23 12:25:19.915383
356,312,9,United States House of Representatives MS-03,,Gregg Harper,Harper,Gregg,Republican,,http://harper.house.gov/,GreggHarper,GreggHarper,congressmanharper,,,,,http://bioguide.congress.gov/bioguide/photo/H/H001045.jpg,2016-12-23 12:25:35.228907,2016-12-23 12:25:35.228907
357,,28,Governor,,Jay Nixon,Nixon,Jay,Democratic,,http://governor.mo.gov/,GovJayNixon,,,,,,,,2016-12-23 12:29:57.270024,2016-12-23 12:29:57.270024
358,,28,Lieutenant Governor,,Peter Kinder,Kinder,Peter,Republican,"---
- ltgovinfo@ltgov.mo.gov
",http://ltgov.mo.gov/,peterkinder,,,,,,,http://ltgov.mo.gov/wp-content/uploads/2014/11/bio1.jpg,2016-12-23 12:29:58.499343,2016-12-23 12:29:58.499343
359,397,28,United States House of Representatives MO-05,,Emanuel Cleaver,Cleaver,Emanuel,Democratic,,http://cleaver.house.gov/,repcleaver,emanuelcleaverii,repcleaver,,,,,https://cleaver.house.gov/sites/cleaver.house.gov/files/images/lowresCleaver.jpg,2016-12-23 12:30:17.85111,2016-12-23 12:30:17.85111
360,375,28,United States House of Representatives MO-06,,Sam Graves,Graves,Sam,Republican,,http://graves.house.gov/,SmallBizGOP,118514606128,SmallBizRepublicans,,,,,http://bioguide.congress.gov/bioguide/photo/G/G000546.jpg,2016-12-23 12:30:55.589423,2016-12-23 12:30:55.589423
361,349,28,United States House of Representatives MO-08,,Jason Smith,Smith,Jason,Republican,,http://jasonsmith.house.gov/,RepJasonSmith,repjasonsmith,RepJasonSmith,,,,,http://bioguide.congress.gov/bioguide/photo/S/S001195.jpg,2016-12-23 12:32:06.532624,2016-12-23 12:32:06.532624
362,429,28,United States House of Representatives MO-04,,Vicky Hartzler,Hartzler,Vicky,Republican,,http://hartzler.house.gov/,rephartzler,Congresswoman.Hartzler,repvickyhartzler,,,,,http://hartzler.house.gov/sites/hartzler.house.gov/files/styles/section_front_boilerplate/public/Hartzler%20Photo%20Small.jpg,2016-12-23 12:33:53.198037,2016-12-23 12:33:53.198037
363,79,28,United States House of Representatives MO-01,,Wm. Lacy Clay,Clay,Wm. Lacy,Democratic,,http://lacyclay.house.gov/,,109135405838588,,,,,,,2016-12-23 12:35:50.549325,2016-12-23 12:35:50.549325
364,21,28,United States House of Representatives MO-03,,Blaine Luetkemeyer,Luetkemeyer,Blaine,Republican,,http://luetkemeyer.house.gov/,repblainepress,BlaineLuetkemeyer,BLuetkemeyer,,,,,http://bioguide.congress.gov/bioguide/photo/L/L000569.jpg,2016-12-23 12:36:19.472019,2016-12-23 12:36:19.472019
365,373,28,United States House of Representatives MO-07,,Billy Long,Long,Billy,Republican,,http://long.house.gov/,USRepLong,Rep.Billy.Long,MOdistrict7,,,,,,2016-12-23 12:37:27.622115,2016-12-23 12:37:27.622115
366,361,28,United States House of Representatives MO-02,,Ann Wagner,Wagner,Ann,Republican,,http://wagner.house.gov/,RepAnnWagner,RepAnnWagner,UCy2v2DXXvQnbRc8Zx77Dnsg,,,,,http://wagner.house.gov/sites/wagner.house.gov/files/styles/congress_image_medium/public/wysiwyg_uploaded/Wagner-MO02-pic.jpg,2016-12-23 12:46:52.252582,2016-12-23 12:46:52.252582
367,,1,Governor,,Pete Ricketts,Ricketts,Pete,Republican,,http://www.governor.nebraska.gov/,GovRicketts,negovernor,,,,,,https://governor.nebraska.gov/sites/governor.nebraska.gov/files/gov-headshot_0.jpg,2016-12-23 12:59:13.82346,2016-12-23 12:59:13.82346
368,,1,Lieutenant Governor,,Mike Foley,Foley,Mike,Republican,,http://www.ltgov.nebraska.gov/,,AuditorMikeFoley,,,,,,https://ltgov.nebraska.gov/sites/ltgov.nebraska.gov/files/foley-headshot.jpg,2016-12-23 12:59:14.745066,2016-12-23 12:59:14.745066
369,328,1,United States House of Representatives NE-01,,Jeff Fortenberry,Fortenberry,Jeff,Republican,,http://fortenberry.house.gov/,jefffortenberry,jefffortenberry,JeffFortenberry,,,,,http://fortenberry.house.gov/sites/fortenberry.house.gov/files/fortenberryphoto.jpg,2016-12-23 13:00:09.134637,2016-12-23 13:00:09.134637
370,376,1,United States House of Representatives NE-03,,Adrian Smith,Smith,Adrian,Republican,,http://adriansmith.house.gov/,RepAdrianSmith,,RepAdrianSmith,,,,,http://adriansmith.house.gov/sites/adriansmith.house.gov/files/styles/section_front_boilerplate/public/Official-headshot-small.jpg,2016-12-23 13:00:28.028251,2016-12-23 13:00:28.028251
371,23,1,United States House of Representatives NE-02,,Brad Ashford,Ashford,Brad,Democratic,,https://ashford.house.gov/,RepBradAshford,repbradashford,UCoOQyXWug8ac8WoRfiPDgZw,,,,,http://bioguide.congress.gov/bioguide/photo/A/A000373.jpg,2016-12-23 13:00:52.831735,2016-12-23 13:00:52.831735
372,55,16,United States House of Representatives NV-03,,Joseph J. Heck,Heck,Joseph J.,Republican,,http://heck.house.gov/,RepJoeHeck,RepJoeHeck,repjoeheck,,,,,http://heck.house.gov/sites/heck.house.gov/files/Heck%20Official%20Head%20Shot%20Web.jpg,2016-12-23 13:06:23.286581,2016-12-23 13:06:23.286581
373,255,16,United States House of Representatives NV-01,,Dina Titus,Titus,Dina,Democratic,,http://titus.house.gov/,repdinatitus,CongresswomanTitus,CongresswomanTitus,,,,,http://bioguide.congress.gov/bioguide/photo/T/T000468.jpg,2016-12-23 13:06:36.498609,2016-12-23 13:06:36.498609
374,305,16,United States House of Representatives NV-02,,Mark E. Amodei,Amodei,Mark E.,Republican,,http://amodei.house.gov/,markamodeinv2,MarkAmodeiNV2,markamodeinv2,,,,,http://amodei.house.gov//images/user_images/OfficalPhotoWeb.jpg,2016-12-23 13:06:43.213811,2016-12-23 13:06:43.213811
375,,40,United States Senate,,Kelly Ayotte,Ayotte,Kelly,Republican,,http://www.ayotte.senate.gov/,KellyAyotte,kellyayottenh,SenatorAyotte,,,,,http://bioguide.congress.gov/bioguide/photo/A/A000368.jpg,2016-12-23 13:10:40.717715,2016-12-23 13:10:40.717715
376,,40,Governor,,Maggie Hassan,Hassan,Maggie,Democratic,,http://www.governor.nh.gov/index.htm,governorhassan,GovernorHassan,,,,,,,2016-12-23 13:10:41.638742,2016-12-23 13:10:41.638742
377,405,40,United States House of Representatives NH-02,,Ann M. Kuster,Kuster,Ann M.,Democratic,,http://kuster.house.gov/,RepAnnieKuster,CongresswomanAnnieKuster,RepKuster,100919686477949525696,,,,http://kuster.house.gov/sites/kuster.house.gov/files/wysiwyg_uploaded/Portrait_gr_web_1.jpg,2016-12-23 13:10:48.705667,2016-12-23 13:10:48.705667
378,182,40,United States House of Representatives NH-01,,Frank C. Guinta,Guinta,Frank C.,Republican,,http://guinta.house.gov/,repfrankguinta,repfrankguinta,UCIqMp4MdW7jXypHcdAbyNfA,,,,,http://bioguide.congress.gov/bioguide/photo/G/G000570.jpg,2016-12-23 13:11:31.49255,2016-12-23 13:11:31.49255
55,,46,United States Senate,Booker (D-NJ),Cory A. Booker,Booker,Cory A.,Democratic,"---
- https://www.booker.senate.gov/?p=contact
",http://www.booker.senate.gov,CoryBooker,corybooker,sencorybooker,,,Class II,B001288,NJ_Booker.jpg (https://dl.airtable.com/7BcJcPU0RUOythJJYXPy_NJ_Booker.jpg),2016-12-22 18:54:26.804496,2016-12-23 13:15:33.500081
544,3,31,United States House of Representatives VA-09,,H. Morgan Griffith,Griffith,H. Morgan,Republican,,http://morgangriffith.house.gov/,RepMGriffith,RepMorganGriffith,,,,,,,2016-12-25 22:05:38.692317,2016-12-25 22:05:38.692317
380,,46,Lieutenant Governor,,Kim Guadagno,Guadagno,Kim,Republican,,http://nj.gov/governor/admin/lt/,KimGuadagnoNJ,,,,,,,http://www.state.nj.us/governor/library/imgs/lt_gov_portrait.jpg,2016-12-23 13:15:35.990011,2016-12-23 13:15:35.990011
381,123,46,United States House of Representatives NJ-09,,Bill Pascrell Jr.,Jr.,Bill Pascrell,Democratic,,http://pascrell.house.gov/,BillPascrell,pascrell,RepPascrell,,,,,http://bioguide.congress.gov/bioguide/photo/P/P000096.jpg,2016-12-23 13:17:22.533182,2016-12-23 13:17:22.533182
382,209,46,United States House of Representatives NJ-02,,Frank A. LoBiondo,LoBiondo,Frank A.,Republican,,http://lobiondo.house.gov/,RepLoBiondo,FrankLoBiondo,USRepFrankLoBiondo,,,,,http://lobiondo.house.gov/sites/lobiondo.house.gov/files/styles/section_front_boilerplate/public/DSCN0765-200x267.JPG?itok=Mz9cPdQB,2016-12-23 13:18:22.437006,2016-12-23 13:18:22.437006
383,316,46,United States House of Representatives NJ-06,,Frank Pallone Jr.,Jr.,Frank Pallone,Democratic,,http://pallone.house.gov/,frankpallone,RepFrankPallone,RepFrankPallone,108427022217390804692,,,,http://pallone.house.gov/sites/pallone.house.gov/files/resize/images/FP.Pic.Thumbnail1-200x300.JPG,2016-12-23 13:18:41.484941,2016-12-23 13:18:41.484941
384,392,46,United States House of Representatives NJ-11,,Rodney P. Frelinghuysen,Frelinghuysen,Rodney P.,Republican,,http://frelinghuysen.house.gov/,SRepRodney,rfrelinghuysen,RepFrelinghuysen,,,,,http://bioguide.congress.gov/bioguide/photo/F/F000372.jpg,2016-12-23 13:19:40.914426,2016-12-23 13:19:40.914426
385,246,46,United States House of Representatives NJ-04,,Christopher H. Smith,Smith,Christopher H.,Republican,,http://chrissmith.house.gov/,RepChrisSmith,RepChrisSmith,USRepChrisSmith,,,,,http://bioguide.congress.gov/bioguide/photo/S/S000522.jpg,2016-12-23 13:19:47.838232,2016-12-23 13:19:47.838232
386,357,46,United States House of Representatives NJ-12,,Bonnie Watson Coleman,Coleman,Bonnie Watson,Democratic,,http://watsoncoleman.house.gov/,RepBWColeman,RepBonnieWatsonColeman,UCrxEaX0VKZKwg3930du2D5A,107797056786997742871,,,,http://www.njleg.state.nj.us/members/memberphotos/watson_coleman_color.jpg,2016-12-23 13:20:00.830784,2016-12-23 13:20:00.830784
387,65,46,United States House of Representatives NJ-08,,Albio Sires,Sires,Albio,Democratic,,http://sires.house.gov/,RepSires,81058818750,RepSiresNJ13,101006335548280894554,,,,http://bioguide.congress.gov/bioguide/photo/S/S001165.jpg,2016-12-23 13:20:48.558956,2016-12-23 13:20:48.558956
388,52,46,United States House of Representatives NJ-01,,Donald Norcross,Norcross,Donald,Democratic,,http://norcross.house.gov/,DonNorcross4NJ,DonaldNorcrossNJ,UCA4EkFYrSl7sk6RMHST2v1Q,104390795696661944114,,,,http://norcross.house.gov/sites/norcross.house.gov/files/styles/congress_image_thumbnail/public/wysiwyg_uploaded/RepDonaldNorcross-official-cropped.png?itok=B82IemOx,2016-12-23 13:21:24.063728,2016-12-23 13:21:24.063728
389,24,3,United States House of Representatives NM-03,,Ben Ray Lujan,Lujan,Ben Ray,Democratic,,http://lujan.house.gov/,repbenraylujan,RepBenRayLujan,Repbenraylujan,,,,,,2016-12-23 14:40:22.670538,2016-12-23 14:40:22.670538
390,285,3,United States House of Representatives NM-02,,Stevan Pearce,Pearce,Stevan,Republican,,http://pearce.house.gov/,repstevepearce,RepStevePearce,,,,,,,2016-12-23 14:41:23.234182,2016-12-23 14:41:23.234182
391,106,55,United States House of Representatives NY-18,,Sean Patrick Maloney,Maloney,Sean Patrick,Democratic,,http://seanmaloney.house.gov/,RepSeanMaloney,repseanmaloney,UCNiVzzf4Vz-vCMPBcnjGuXQ,111691870732727213262,,,,http://seanmaloney.house.gov/sites/seanmaloney.house.gov/files/styles/congress_image_thumbnail/public/wysiwyg_uploaded/MaloneyS-NY18D.jpg?itok=YRQSiohS,2016-12-23 14:55:02.770837,2016-12-23 14:55:02.770837
392,,55,Governor,,Andrew M. Cuomo,Cuomo,Andrew M.,Democratic,,http://www.governor.ny.gov/,nygovcuomo,GovernorAndrewCuomo,,,,,,http://www.governor.ny.gov/assets/images/Cuomobio.jpg,2016-12-23 14:55:04.038832,2016-12-23 14:55:04.038832
393,,55,Lieutenant Governor,,Kathy Hochul,Hochul,Kathy,Democratic,,,,,,,,,,,2016-12-23 14:55:04.477541,2016-12-23 14:55:04.477541
394,261,55,United States House of Representatives NY-24,,John Katko,Katko,John,Republican,,https://katko.house.gov/,RepJohnKatko,RepJohnKatko,johnkatkoforcongress,,,,,,2016-12-23 14:55:53.636446,2016-12-23 14:55:53.636446
395,213,55,United States House of Representatives NY-01,,Lee M. Zeldin,Zeldin,Lee M.,Republican,,https://zeldin.house.gov/,RepLeeZeldin,RepLeeZeldin,UCHzZuesCPDka2NhZO8icqzA,,,,,https://zeldin.house.gov/sites/zeldin.house.gov/files/styles/congress_featured_image/public/featured_image/Rep.%20Zeldin%20official%20headshot.jpg?itok=nuQJT2xS,2016-12-23 15:02:07.560001,2016-12-23 15:02:07.560001
396,173,55,United States House of Representatives NY-14,,Joseph Crowley,Crowley,Joseph,Democratic,,http://crowley.house.gov/,RepJoeCrowley,repjoecrowley,RepJoeCrowley,,,,,http://bioguide.congress.gov/bioguide/photo/C/C001038.jpg,2016-12-23 15:02:49.658433,2016-12-23 15:02:49.658433
397,421,55,United States House of Representatives NY-12,,Carolyn B. Maloney,Maloney,Carolyn B.,Democratic,,http://maloney.house.gov/,RepMaloney,CarolynMaloney,carolynbmaloney,,,,,http://bioguide.congress.gov/bioguide/photo/m/m000087.jpg,2016-12-23 15:03:35.895918,2016-12-23 15:03:35.895918
398,104,55,United States House of Representatives NY-25,,Louise McIntosh Slaughter,Slaughter,Louise McIntosh,Democratic,,http://www.louise.house.gov/,louiseslaughter,RepLouiseSlaughter,louiseslaughter,101272176305014878409,,,,https://louise.house.gov/sites/slaughter.house.gov/files/styles/congress_image_medium/public/wysiwyg_uploaded/IMG_0631.JPG?itok=lexak0gH,2016-12-23 15:04:06.847403,2016-12-23 15:04:06.847403
399,378,55,United States House of Representatives NY-23,,Tom Reed,Reed,Tom,Republican,,http://reed.house.gov/,RepTomReed,RepTomReed,CongressmanTomReed,,,,,https://reed.house.gov/sites/reed.house.gov/files/Tom_Reed_Official_Portrait.jpg,2016-12-23 15:04:14.922937,2016-12-23 15:04:14.922937
400,263,55,United States House of Representatives NY-21,,Elise M. Stefanik,Stefanik,Elise M.,Republican,,https://stefanik.house.gov/,RepStefanik,RepEliseStefanik,UCHvf42C8Vw6QnjwO2L2ukKA,115108212631399421520,,,,https://stefanik.house.gov/sites/stefanik.house.gov/files/styles/congress_featured_image/public/featured_image/Official%20Portrait2.jpg?itok=PZHfIV-u,2016-12-23 15:04:54.907495,2016-12-23 15:04:54.907495
401,133,55,United States House of Representatives NY-22,,Richard L. Hanna,Hanna,Richard L.,Republican,,http://hanna.house.gov/,reprichardhanna,reprichardhanna,reprichardhanna,,,,,http://bioguide.congress.gov/bioguide/photo/H/H001051.jpg,2016-12-23 15:05:57.886617,2016-12-23 15:05:57.886617
402,315,55,United States House of Representatives NY-19,,Christopher P. Gibson,Gibson,Christopher P.,Republican,,http://gibson.house.gov/,repchrisgibson,RepChrisGibson,,,,,,,2016-12-23 15:06:57.569041,2016-12-23 15:06:57.569041
403,262,55,United States House of Representatives NY-02,,Peter T. King,King,Peter T.,Republican,"---
- pete.king@mail.house.gov
",http://peteking.house.gov/,RepPeteKing,reppeteking,RepPeterKing,,,,,http://peteking.house.gov/sites/king.house.gov/files/styles/congress_image_thumbnail/public/wysiwyg_uploaded/official112.jpg?itok=rIQFQ3pJ,2016-12-23 15:08:22.351494,2016-12-23 15:08:22.351494
404,107,55,United States House of Representatives NY-03,,Steve Israel,Israel,Steve,Democratic,,http://israel.house.gov/,RepSteveIsrael,RepSteveIsrael,repsteveisrael,,,,,http://israel.house.gov/sites/israel.house.gov/files/styles/congress_image_thumbnail/public/sji_headshot%202009.jpg?itok=2VqpUpcg,2016-12-23 15:10:47.832588,2016-12-23 15:10:47.832588
405,388,55,United States House of Representatives NY-26,,Brian Higgins,Higgins,Brian,Democratic,,http://higgins.house.gov/,RepBrianHiggins,RepBrianHiggins,CongressmanHiggins,,,,,http://bioguide.congress.gov/bioguide/photo/H/H001038.jpg,2016-12-23 15:11:15.874203,2016-12-23 15:11:15.874203
406,260,55,United States House of Representatives NY-17,,Nita M. Lowey,Lowey,Nita M.,Democratic,,http://lowey.house.gov/,NitaLowey,RepLowey,nitalowey,101342585931941164348,,,,http://bioguide.congress.gov/bioguide/photo/L/L000480.jpg,2016-12-23 15:11:36.812499,2016-12-23 15:11:36.812499
407,105,55,United States House of Representatives NY-08,,Hakeem S. Jeffries,Jeffries,Hakeem S.,Democratic,,http://jeffries.house.gov/,RepJeffries,RepHakeemJeffries,UCYVmbsjoNbQ4j-PCQIYgpWQ,+RepHakeemJeffries,,,,http://jeffries.house.gov/sites/jeffries.house.gov/files/wysiwyg_uploaded/Official%20Photo%20-%20Rep.%20Hakeem%20Jeffries%20NY-8.jpg,2016-12-23 15:12:31.801223,2016-12-23 15:12:31.801223
408,256,55,United States House of Representatives NY-10,,Jerrold Nadler,Nadler,Jerrold,Democratic,,http://www.house.gov/nadler/,RepJerryNadler,CongressmanNadler,CongressmanNadler,101764211359045943789,,,,http://bioguide.congress.gov/bioguide/photo/N/N000002.jpg,2016-12-23 15:12:53.446432,2016-12-23 15:12:53.446432
409,183,55,United States House of Representatives NY-15,,Jose E. Serrano,Serrano,Jose E.,Democratic,,http://serrano.house.gov/,RepJoseSerrano,RepJoseSerrano,CongressmanSerrano,110468413204573809084,,,,http://bioguide.congress.gov/bioguide/photo/S/S000248.jpg,2016-12-23 15:19:56.319118,2016-12-23 15:19:56.319118
410,412,55,United States House of Representatives NY-27,,Chris Collins,Collins,Chris,Republican,,http://chriscollins.house.gov/,RepChrisCollins,RepChrisCollins,RepChrisCollins,115362427522869162700,,,,http://chriscollins.house.gov/sites/chriscollins.house.gov/files/wysiwyg_uploaded/Collins-NY27-pic-emailed.jpg,2016-12-23 15:21:53.416602,2016-12-23 15:21:53.416602
411,129,55,United States House of Representatives NY-13,,Charles B. Rangel,Rangel,Charles B.,Democratic,,http://rangel.house.gov/,cbrangel,CBRangel,cbrangel,+cbrangel,,,,http://rangel.house.gov/sites/rangel.house.gov/files/FRAME.JPG,2016-12-23 15:24:23.525495,2016-12-23 15:24:23.525495
412,38,55,United States House of Representatives NY-16,,Eliot L. Engel,Engel,Eliot L.,Democratic,,http://engel.house.gov/,RepEliotEngel,RepEliotLEngel,Engel2161,,,,,http://engel.house.gov/images/user_images/Official_Photo.jpg,2016-12-23 15:27:21.523909,2016-12-23 15:27:21.523909
413,368,55,United States House of Representatives NY-07,,Nydia M. Velazquez,Velazquez,Nydia M.,Democratic,,,NydiaVelazquez,8037068318,nydiavelazquez,,,,,http://bioguide.congress.gov/bioguide/photo/V/V000081.jpg,2016-12-23 15:28:46.549071,2016-12-23 15:28:46.549071
414,323,55,United States House of Representatives NY-04,,Kathleen M. Rice,Rice,Kathleen M.,Democratic,,https://kathleenrice.house.gov/,repkathleenrice,RepKathleenRice,,,,,,https://kathleenrice.house.gov/images/img-avatar.png,2016-12-23 15:41:05.560008,2016-12-23 15:41:05.560008
415,184,55,United States House of Representatives NY-11,,Daniel M. Donovan Jr.,Donovan Jr.,Daniel M.,Republican,,https://donovan.house.gov/,RepDanDonovan,RepDanDonovan,UCT8-VskXvxCqDuSGzR5sWWg,,,,,,2016-12-23 15:41:49.646458,2016-12-23 15:41:49.646458
416,380,55,United States House of Representatives NY-05,,Gregory W. Meeks,Meeks,Gregory W.,Democratic,,http://meeks.house.gov/,GregoryMeeks,gregorymeeksny05,repgregorymeeks,,,,,http://meeks.house.gov/sites/meeks.house.gov/files/styles/section_front_boilerplate/public/Meeksphoto_sm.png,2016-12-23 15:44:15.227136,2016-12-23 15:44:15.227136
417,223,55,United States House of Representatives NY-20,,Paul Tonko,Tonko,Paul,Democratic,,http://tonko.house.gov/,reppaultonko,reppaultonko,reppaultonko,100930836736110058518,,,,,2016-12-23 15:50:28.500398,2016-12-23 15:50:28.500398
418,103,55,United States House of Representatives NY-06,,Grace Meng,Meng,Grace,Democratic,,http://meng.house.gov/,RepGraceMeng,repgracemeng,UCHg516zJKbIBtXFAJ0nu3XQ,,,,,http://bioguide.congress.gov/bioguide/photo/M/M001188.jpg,2016-12-23 15:54:14.875436,2016-12-23 15:54:14.875436
419,269,55,United States House of Representatives NY-09,,Yvette D. Clarke,Clarke,Yvette D.,Democratic,,http://clarke.house.gov/,YvetteClarke,repyvettedclarke,RepYvetteClarke,,,,,http://bioguide.congress.gov/bioguide/photo/C/C001067.jpg,2016-12-24 15:52:08.305029,2016-12-24 15:52:08.305029
49,,29,United States Senate,Tillis (R-NC),Thom Tillis,Tillis,Thom,Republican,"---
- https://www.tillis.senate.gov/public/index.cfm/email-me
",http://www.tillis.senate.gov,senthomtillis,SenatorThomTillis,,,,Class II,T000476,NC_Tillis.jpg (https://dl.airtable.com/x2UDrmNQTYyJh90kbhYZ_NC_Tillis.jpg),2016-12-22 18:54:20.353175,2016-12-24 18:11:08.061184
420,,29,Governor,,Pat McCrory,McCrory,Pat,Republican,,http://www.governor.nc.gov/,PatMcCroryNC,GovernorPat,,,,,,https://ncgovernor.s3.amazonaws.com/s3fs-public/GovPatMcCrory-HQ.jpg,2016-12-24 18:11:09.300507,2016-12-24 18:11:09.300507
421,,29,Lieutenant Governor,,Dan Forest,Forest,Dan,Republican,"---
- lt.gov@nc.gov
",,DanForestNC,DanForestNC,,,,,,http://ltgov.s3.amazonaws.com/s3fs-public/Dan%20Forest.jpg,2016-12-24 18:11:10.104376,2016-12-24 18:11:10.104376
422,70,29,United States House of Representatives NC-05,,Virginia Foxx,Foxx,Virginia,Republican,,http://foxx.house.gov/,virginiafoxx,RepVirginiaFoxx,,,,,,,2016-12-24 18:12:22.304264,2016-12-24 18:12:22.304264
424,54,29,United States House of Representatives NC-12,,Alma S. Adams,Adams,Alma S.,Democratic,,http://adams.house.gov/,,,,,,,,,2016-12-24 18:22:17.041053,2016-12-24 18:22:17.041053
425,192,29,United States House of Representatives NC-02,,Renee L. Ellmers,Ellmers,Renee L.,Republican,,http://ellmers.house.gov/,RepReneeEllmers,reneeellmers,RepReneeEllmers,110446727945469750154,,,,http://reneeellmers.house.gov/UploadedPhotos/MediumResolution/0b0b0e88-54ea-4686-89b1-0c86fbab9c02.jpg,2016-12-24 18:22:47.248706,2016-12-24 18:22:47.248706
